START: 0xb7fdf1d0
mov eax, esp	0xb7fdf1d0
mov ecx, dword ptr [eax+0x15c]	0xb7fe0db7
cmp dword ptr [ecx+0x4], esi	0xb7fe0dbd
jz 0xb7fe284b	0xb7fe0dc0
mov esi, 0x1	0xb7fe0dc6
mov eax, dword ptr [ebp-0x9c]	0xb7fe0dcb
jmp 0xb7fe0ddc	0xb7fe0dd1
START: 0xb7fe0ddc
add esi, 0x1	0xb7fe0ddc
cmp esi, edx	0xb7fe0ddf
jnz 0xb7fe0dd3	0xb7fe0de1
mov byte ptr [ebp-0x80], 0x0	0xb7fe0de3
mov eax, dword ptr [ebp-0x2c]	0xb7fe0de7
xor edx, edx	0xb7fe0dea
lea ecx, ptr [ebp-0x3c]	0xb7fe0dec
test eax, eax	0xb7fe0def
setz dl	0xb7fe0df1
cmp eax, 0x3	0xb7fe0df4
setz al	0xb7fe0df7
movzx eax, al	0xb7fe0dfa
mov dword ptr [ebp-0x3c], edx	0xb7fe0dfd
lea edx, ptr [ebx-0x1c3d4]	0xb7fe0e00
mov dword ptr [ebp-0x38], eax	0xb7fe0e06
lea eax, ptr [ebx-0x1fc54]	0xb7fe0e09
call 0xb7fecd40	0xb7fe0e0f
START: 0xb7fe0dd3
cmp dword ptr [ecx+esi*4], eax	0xb7fe0dd3
jz 0xb7fe146c	0xb7fe0dd6
add esi, 0x1	0xb7fe0ddc
cmp esi, edx	0xb7fe0ddf
jnz 0xb7fe0dd3	0xb7fe0de1
mov byte ptr [ebp-0x80], 0x0	0xb7fe0de3
mov eax, dword ptr [ebp-0x2c]	0xb7fe0de7
xor edx, edx	0xb7fe0dea
lea ecx, ptr [ebp-0x3c]	0xb7fe0dec
test eax, eax	0xb7fe0def
setz dl	0xb7fe0df1
cmp eax, 0x3	0xb7fe0df4
setz al	0xb7fe0df7
movzx eax, al	0xb7fe0dfa
mov dword ptr [ebp-0x3c], edx	0xb7fe0dfd
lea edx, ptr [ebx-0x1c3d4]	0xb7fe0e00
mov dword ptr [ebp-0x38], eax	0xb7fe0e06
lea eax, ptr [ebx-0x1fc54]	0xb7fe0e09
call 0xb7fecd40	0xb7fe0e0f
START: 0xb7fe146c
lea eax, ptr [esi*4-0x4]	0xb7fe146c
mov edi, dword ptr [ebp-0x2c]	0xb7fe1473
mov eax, dword ptr [ecx+eax*1]	0xb7fe1476
test edi, edi	0xb7fe1479
mov dword ptr [ebx+0x558], eax	0xb7fe147b
jnz 0xb7fe25b1	0xb7fe1481
add esi, 0x1	0xb7fe1487
xor edi, edi	0xb7fe148a
cmp edx, esi	0xb7fe148c
jbe 0xb7fe1493	0xb7fe148e
mov edi, dword ptr [ecx+esi*4]	0xb7fe1490
mov ecx, dword ptr [ebx-0x1c4]	0xb7fe1493
mov dword ptr [ebx+0x554], edi	0xb7fe1499
mov edx, dword ptr [eax+0xc]	0xb7fe149f
test ecx, ecx	0xb7fe14a2
jz 0xb7fe14ae	0xb7fe14a4
START: 0xb7fe1493
mov ecx, dword ptr [ebx-0x1c4]	0xb7fe1493
mov dword ptr [ebx+0x554], edi	0xb7fe1499
mov edx, dword ptr [eax+0xc]	0xb7fe149f
test ecx, ecx	0xb7fe14a2
jz 0xb7fe14ae	0xb7fe14a4
cmp ecx, edx	0xb7fe14a6
jz 0xb7fe2599	0xb7fe14a8
cmp edx, edi	0xb7fe14ae
jnz 0xb7fe256f	0xb7fe14b0
START: 0xb7fe14b6
mov edi, dword ptr [ebp-0x9c]	0xb7fe14b6
mov dword ptr [eax+0xc], edi	0xb7fe14bc
mov edx, dword ptr [ebx+0x554]	0xb7fe14bf
test edx, edx	0xb7fe14c5
jz 0xb7fe14f6	0xb7fe14c7
cmp eax, dword ptr [edx+0x10]	0xb7fe14c9
jnz 0xb7fe2545	0xb7fe14cc
mov esi, dword ptr [ebp-0x9c]	0xb7fe14d2
mov byte ptr [ebp-0x80], 0x1	0xb7fe14d8
mov dword ptr [edx+0x10], esi	0xb7fe14dc
jmp 0xb7fe0de7	0xb7fe14df
START: 0xb7fe14f6
mov byte ptr [ebp-0x80], 0x1	0xb7fe14f6
jmp 0xb7fe0de7	0xb7fe14fa
START: 0xb7fe0de7
mov eax, dword ptr [ebp-0x2c]	0xb7fe0de7
xor edx, edx	0xb7fe0dea
lea ecx, ptr [ebp-0x3c]	0xb7fe0dec
test eax, eax	0xb7fe0def
setz dl	0xb7fe0df1
cmp eax, 0x3	0xb7fe0df4
setz al	0xb7fe0df7
movzx eax, al	0xb7fe0dfa
mov dword ptr [ebp-0x3c], edx	0xb7fe0dfd
lea edx, ptr [ebx-0x1c3d4]	0xb7fe0e00
mov dword ptr [ebp-0x38], eax	0xb7fe0e06
lea eax, ptr [ebx-0x1fc54]	0xb7fe0e09
call 0xb7fecd40	0xb7fe0e0f
START: 0xb7fecd40
sub esp, 0x3c	0xb7fecd40
mov dword ptr [esp+0x2c], ebx	0xb7fecd43
call 0xb7ff6bab	0xb7fecd47
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fecd4c
add ebx, 0x122a8	0xb7fecd4c
mov dword ptr [esp+0x30], esi	0xb7fecd52
mov esi, eax	0xb7fecd56
mov dword ptr [esp+0x34], edi	0xb7fecd58
mov edi, edx	0xb7fecd5c
mov dword ptr [esp+0x38], ebp	0xb7fecd5e
mov ebp, ecx	0xb7fecd62
call dword ptr [ebx+0x544]	0xb7fecd64
START: 0xb7fecd6a
mov edx, dword ptr [ebx+0x8b0]	0xb7fecd6a
mov dword ptr [ebx+0x8b0], esi	0xb7fecd70
mov ecx, dword ptr [eax]	0xb7fecd76
mov dword ptr [eax], 0x0	0xb7fecd78
mov dword ptr [esp], ebp	0xb7fecd7e
mov dword ptr [esp+0x1c], eax	0xb7fecd81
mov dword ptr [esp+0x14], edx	0xb7fecd85
mov dword ptr [esp+0x18], ecx	0xb7fecd89
call edi	0xb7fecd8d
START: 0xb7fe2c20
sub esp, 0xc	0xb7fe2c20
mov edx, 0x1	0xb7fe2c23
mov dword ptr [esp+0x4], ebx	0xb7fe2c28
call 0xb7ff6bab	0xb7fe2c2c
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fe2c31
add ebx, 0x1c3c3	0xb7fe2c31
mov dword ptr [esp+0x8], esi	0xb7fe2c37
mov esi, dword ptr [esp+0x10]	0xb7fe2c3b
mov ecx, dword ptr [esi+0x4]	0xb7fe2c3f
mov eax, dword ptr [ebx+0x2c]	0xb7fe2c42
call 0xb7fee690	0xb7fe2c48
START: 0xb7fee690
push ebp	0xb7fee690
mov ebp, ecx	0xb7fee691
push edi	0xb7fee693
xor edi, edi	0xb7fee694
push esi	0xb7fee696
push ebx	0xb7fee697
sub esp, 0x1c	0xb7fee698
call 0xb7ff6bab	0xb7fee69b
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fee6a0
add ebx, 0x10954	0xb7fee6a0
test eax, eax	0xb7fee6a6
mov dword ptr [esp+0xc], edx	0xb7fee6a8
jz 0xb7fee6ea	0xb7fee6ac
mov esi, eax	0xb7fee6ae
jmp 0xb7fee6c1	0xb7fee6b0
START: 0xb7fee6c1
xor eax, eax	0xb7fee6c1
test byte ptr [esi+0x195], 0x2	0xb7fee6c3
jnz 0xb7fee6b8	0xb7fee6ca
mov edx, dword ptr [esp+0xc]	0xb7fee6cc
mov eax, esi	0xb7fee6d0
mov ecx, ebp	0xb7fee6d2
call 0xb7fee220	0xb7fee6d4
START: 0xb7fee220
push ebp	0xb7fee220
mov ebp, esp	0xb7fee221
push edi	0xb7fee223
push esi	0xb7fee224
push ebx	0xb7fee225
sub esp, 0x8c	0xb7fee226
mov dword ptr [ebp-0x48], eax	0xb7fee22c
mov dword ptr [ebp-0x58], edx	0xb7fee22f
mov edx, eax	0xb7fee232
mov eax, dword ptr [eax+0x34]	0xb7fee234
call 0xb7ff6bab	0xb7fee237
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fee23c
add ebx, 0x10db8	0xb7fee23c
mov dword ptr [ebp-0x60], ecx	0xb7fee242
test eax, eax	0xb7fee245
jz 0xb7fee569	0xb7fee247
mov edi, dword ptr [edx+0xac]	0xb7fee24d
mov eax, dword ptr [eax+0x4]	0xb7fee253
mov dword ptr [ebp-0x68], edi	0xb7fee256
mov ecx, dword ptr [ebp-0x68]	0xb7fee259
mov edi, dword ptr [edx+0xb4]	0xb7fee25c
mov dword ptr [ebp-0x50], eax	0xb7fee262
test ecx, ecx	0xb7fee265
mov dword ptr [ebp-0x6c], edi	0xb7fee267
jz 0xb7fee3ea	0xb7fee26a
mov edi, dword ptr [ebp-0x68]	0xb7fee270
mov eax, dword ptr [edx]	0xb7fee273
mov edi, dword ptr [edi+0x4]	0xb7fee275
add edi, eax	0xb7fee278
cmp word ptr [edi], 0x1	0xb7fee27a
mov dword ptr [ebp-0x5c], edi	0xb7fee27e
jnz 0xb7fee5d2	0xb7fee281
START: 0xb7fee287
lea edi, ptr [ebx+0x2c]	0xb7fee287
mov dword ptr [ebp-0x3c], 0x0	0xb7fee28d
mov dword ptr [ebp-0x4c], 0x0	0xb7fee294
mov dword ptr [ebp-0x64], edi	0xb7fee29b
data16 nop 	0xb7fee29e
mov edi, dword ptr [ebp-0x5c]	0xb7fee2a0
mov eax, dword ptr [ebp-0x50]	0xb7fee2a3
mov edx, dword ptr [ebp-0x48]	0xb7fee2a6
mov ecx, dword ptr [ebp-0x64]	0xb7fee2a9
add eax, dword ptr [edi+0x4]	0xb7fee2ac
mov dword ptr [ebp-0x40], eax	0xb7fee2af
imul eax, dword ptr [edx+0x18], 0x4c	0xb7fee2b2
mov edi, dword ptr [ecx+eax*1]	0xb7fee2b6
test edi, edi	0xb7fee2b9
jz 0xb7fee390	0xb7fee2bb
mov esi, dword ptr [ebp-0x40]	0xb7fee2c1
jmp 0xb7fee2d3	0xb7fee2c4
START: 0xb7fee2d3
mov edx, edi	0xb7fee2d3
mov eax, esi	0xb7fee2d5
call 0xb7feddc0	0xb7fee2d7
START: 0xb7fee2dc
test eax, eax	0xb7fee2dc
jz 0xb7fee2c8	0xb7fee2de
test edi, edi	0xb7fee2e0
jz 0xb7fee5a8	0xb7fee2e2
mov eax, dword ptr [ebp-0x60]	0xb7fee2e8
test eax, eax	0xb7fee2eb
jnz 0xb7fee671	0xb7fee2ed
START: 0xb7fee2c8
mov edi, dword ptr [edi+0xc]	0xb7fee2c8
test edi, edi	0xb7fee2cb
jz 0xb7fee390	0xb7fee2cd
mov edx, edi	0xb7fee2d3
mov eax, esi	0xb7fee2d5
call 0xb7feddc0	0xb7fee2d7
START: 0xb7fee2f3
mov esi, dword ptr [ebp-0x5c]	0xb7fee2f3
mov dword ptr [ebp-0x54], edi	0xb7fee2f6
add esi, dword ptr [esi+0x8]	0xb7fee2f9
jmp 0xb7fee302	0xb7fee2fc
START: 0xb7fee302
mov eax, dword ptr [ebp-0x50]	0xb7fee302
add eax, dword ptr [esi+0x8]	0xb7fee305
mov edx, dword ptr [ebp-0x48]	0xb7fee308
mov ecx, dword ptr [ebp-0x54]	0xb7fee30b
mov dword ptr [ebp-0x44], eax	0xb7fee30e
mov eax, dword ptr [ebp-0x48]	0xb7fee311
movzx edi, word ptr [esi+0x4]	0xb7fee314
mov ecx, dword ptr [ecx+0x14]	0xb7fee318
mov eax, dword ptr [eax+0x18]	0xb7fee31b
and edi, 0x2	0xb7fee31e
mov dword ptr [ebp-0x40], ecx	0xb7fee321
mov ecx, dword ptr [esi]	0xb7fee324
mov dword ptr [ebp-0x70], eax	0xb7fee326
mov eax, dword ptr [edx+0x4]	0xb7fee329
cmp byte ptr [eax], 0x0	0xb7fee32c
jnz 0xb7fee339	0xb7fee32f
mov eax, dword ptr [ebx-0x188]	0xb7fee331
mov eax, dword ptr [eax]	0xb7fee337
mov edx, dword ptr [ebp-0x58]	0xb7fee339
mov dword ptr [esp+0xc], edi	0xb7fee33c
mov edi, dword ptr [ebp-0x40]	0xb7fee340
mov dword ptr [esp+0x8], edx	0xb7fee343
mov edx, dword ptr [ebp-0x44]	0xb7fee347
mov dword ptr [esp+0x4], edi	0xb7fee34a
mov dword ptr [esp], edx	0xb7fee34e
mov edx, dword ptr [ebp-0x70]	0xb7fee351
call 0xb7fedea0	0xb7fee354
START: 0xb7fedea0
push ebp	0xb7fedea0
mov ebp, esp	0xb7fedea1
push edi	0xb7fedea3
mov edi, ecx	0xb7fedea4
push esi	0xb7fedea6
push ebx	0xb7fedea7
call 0xb7ff6bab	0xb7fedea8
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fedead
add ebx, 0x11147	0xb7fedead
sub esp, 0x5c	0xb7fedeb3
mov esi, dword ptr [ebp+0xc]	0xb7fedeb6
mov dword ptr [ebp-0x40], eax	0xb7fedeb9
mov eax, dword ptr [esi+0x34]	0xb7fedebc
test byte ptr [ebx-0x354], 0x10	0xb7fedebf
mov ecx, dword ptr [eax+0x4]	0xb7fedec6
jnz 0xb7fee153	0xb7fedec9
mov esi, dword ptr [ebp+0xc]	0xb7fedecf
mov eax, dword ptr [esi+0xb4]	0xb7feded2
test eax, eax	0xb7feded8
jz 0xb7fee0b2	0xb7fededa
mov esi, dword ptr [eax+0x4]	0xb7fedee0
test esi, esi	0xb7fedee3
jz 0xb7fee129	0xb7fedee5
START: 0xb7fedeeb
mov edx, dword ptr [ebp+0xc]	0xb7fedeeb
add esi, dword ptr [edx]	0xb7fedeee
cmp word ptr [esi], 0x1	0xb7fedef0
jnz 0xb7fedf12	0xb7fedef4
cmp dword ptr [esi+0x8], edi	0xb7fedef6
jz 0xb7fedfe0	0xb7fedef9
mov eax, dword ptr [esi+0x10]	0xb7fedeff
test eax, eax	0xb7fedf02
jz 0xb7fee018	0xb7fedf04
START: 0xb7fedf0a
add esi, eax	0xb7fedf0a
cmp word ptr [esi], 0x1	0xb7fedf0c
jz 0xb7fedef6	0xb7fedf10
lea eax, ptr [ebp-0x25]	0xb7fedf12
mov dword ptr [esp+0x10], 0x0	0xb7fedf15
mov dword ptr [esp+0xc], 0xa	0xb7fedf1d
mov dword ptr [esp+0x8], eax	0xb7fedf25
mov byte ptr [ebp-0x25], 0x0	0xb7fedf29
movzx eax, word ptr [esi]	0xb7fedf2d
mov dword ptr [esp+0x4], 0x0	0xb7fedf30
mov dword ptr [esp], eax	0xb7fedf38
call 0xb7ff3c60	0xb7fedf3b
START: 0xb7fedef6
cmp dword ptr [esi+0x8], edi	0xb7fedef6
jz 0xb7fedfe0	0xb7fedef9
mov eax, dword ptr [esi+0x10]	0xb7fedeff
test eax, eax	0xb7fedf02
jz 0xb7fee018	0xb7fedf04
add esi, eax	0xb7fedf0a
cmp word ptr [esi], 0x1	0xb7fedf0c
jz 0xb7fedef6	0xb7fedf10
START: 0xb7fedfe0
mov eax, dword ptr [esi+0xc]	0xb7fedfe0
mov edx, dword ptr [ebp+0x8]	0xb7fedfe3
mov eax, dword ptr [esi+eax*1]	0xb7fedfe6
mov dword ptr [esp], edx	0xb7fedfe9
mov dword ptr [ebp-0x44], ecx	0xb7fedfec
add eax, ecx	0xb7fedfef
mov dword ptr [esp+0x4], eax	0xb7fedff1
call 0xb7ff6220	0xb7fedff5
START: 0xb7fedffa
mov ecx, dword ptr [ebp-0x44]	0xb7fedffa
test eax, eax	0xb7fedffd
jnz 0xb7fedeff	0xb7fedfff
xor esi, esi	0xb7fee005
lea esp, ptr [ebp-0xc]	0xb7fee007
mov eax, esi	0xb7fee00a
pop ebx	0xb7fee00c
pop esi	0xb7fee00d
pop edi	0xb7fee00e
pop ebp	0xb7fee00f
ret 0x10	0xb7fee010
START: 0xb7fee359
or dword ptr [ebp-0x4c], eax	0xb7fee359
movzx eax, word ptr [esi+0x6]	0xb7fee35c
sub esp, 0x10	0xb7fee360
and eax, 0x7fff	0xb7fee363
cmp dword ptr [ebp-0x3c], eax	0xb7fee368
cmovnb eax, dword ptr [ebp-0x3c]	0xb7fee36b
mov dword ptr [ebp-0x3c], eax	0xb7fee36f
mov eax, dword ptr [esi+0xc]	0xb7fee372
test eax, eax	0xb7fee375
jnz 0xb7fee300	0xb7fee377
mov edi, dword ptr [ebp-0x5c]	0xb7fee379
mov eax, dword ptr [edi+0xc]	0xb7fee37c
test eax, eax	0xb7fee37f
jz 0xb7fee3f8	0xb7fee381
add edi, eax	0xb7fee383
mov dword ptr [ebp-0x5c], edi	0xb7fee385
jmp 0xb7fee2a0	0xb7fee388
START: 0xb7fee300
add esi, eax	0xb7fee300
mov eax, dword ptr [ebp-0x50]	0xb7fee302
add eax, dword ptr [esi+0x8]	0xb7fee305
mov edx, dword ptr [ebp-0x48]	0xb7fee308
mov ecx, dword ptr [ebp-0x54]	0xb7fee30b
mov dword ptr [ebp-0x44], eax	0xb7fee30e
mov eax, dword ptr [ebp-0x48]	0xb7fee311
movzx edi, word ptr [esi+0x4]	0xb7fee314
mov ecx, dword ptr [ecx+0x14]	0xb7fee318
mov eax, dword ptr [eax+0x18]	0xb7fee31b
and edi, 0x2	0xb7fee31e
mov dword ptr [ebp-0x40], ecx	0xb7fee321
mov ecx, dword ptr [esi]	0xb7fee324
mov dword ptr [ebp-0x70], eax	0xb7fee326
mov eax, dword ptr [edx+0x4]	0xb7fee329
cmp byte ptr [eax], 0x0	0xb7fee32c
jnz 0xb7fee339	0xb7fee32f
mov eax, dword ptr [ebx-0x188]	0xb7fee331
mov eax, dword ptr [eax]	0xb7fee337
mov edx, dword ptr [ebp-0x58]	0xb7fee339
mov dword ptr [esp+0xc], edi	0xb7fee33c
mov edi, dword ptr [ebp-0x40]	0xb7fee340
mov dword ptr [esp+0x8], edx	0xb7fee343
mov edx, dword ptr [ebp-0x44]	0xb7fee347
mov dword ptr [esp+0x4], edi	0xb7fee34a
mov dword ptr [esp], edx	0xb7fee34e
mov edx, dword ptr [ebp-0x70]	0xb7fee351
call 0xb7fedea0	0xb7fee354
START: 0xb7fee3f8
mov eax, dword ptr [ebp-0x6c]	0xb7fee3f8
test eax, eax	0xb7fee3fb
jz 0xb7fee442	0xb7fee3fd
mov edi, dword ptr [ebp-0x6c]	0xb7fee3ff
mov eax, dword ptr [ebp-0x48]	0xb7fee402
mov edx, dword ptr [edi+0x4]	0xb7fee405
add edx, dword ptr [eax]	0xb7fee408
movzx eax, word ptr [edx+0x4]	0xb7fee40a
and eax, 0x7fff	0xb7fee40e
cmp dword ptr [ebp-0x3c], eax	0xb7fee413
cmovnb eax, dword ptr [ebp-0x3c]	0xb7fee416
mov dword ptr [ebp-0x3c], eax	0xb7fee41a
mov eax, dword ptr [edx+0x10]	0xb7fee41d
test eax, eax	0xb7fee420
jz 0xb7fee442	0xb7fee422
mov ecx, dword ptr [ebp-0x3c]	0xb7fee424
nop 	0xb7fee427
add edx, eax	0xb7fee428
movzx eax, word ptr [edx+0x4]	0xb7fee42a
and eax, 0x7fff	0xb7fee42e
cmp ecx, eax	0xb7fee433
cmovb ecx, eax	0xb7fee435
mov eax, dword ptr [edx+0x10]	0xb7fee438
test eax, eax	0xb7fee43b
jnz 0xb7fee428	0xb7fee43d
START: 0xb7fee442
mov edi, dword ptr [ebp-0x3c]	0xb7fee442
test edi, edi	0xb7fee445
jnz 0xb7fee454	0xb7fee447
mov eax, dword ptr [ebp-0x4c]	0xb7fee449
lea esp, ptr [ebp-0xc]	0xb7fee44c
pop ebx	0xb7fee44f
pop esi	0xb7fee450
pop edi	0xb7fee451
pop ebp	0xb7fee452
ret 	0xb7fee453
START: 0xb7fee454
mov edi, dword ptr [ebp-0x3c]	0xb7fee454
mov dword ptr [esp+0x4], 0x10	0xb7fee457
add edi, 0x1	0xb7fee45f
mov dword ptr [ebp-0x44], edi	0xb7fee462
mov dword ptr [esp], edi	0xb7fee465
call 0xb7fde7e0	0xb7fee468
START: 0xb7fee46d
mov edx, dword ptr [ebp-0x48]	0xb7fee46d
test eax, eax	0xb7fee470
mov dword ptr [ebp-0x40], eax	0xb7fee472
mov dword ptr [edx+0x170], eax	0xb7fee475
jz 0xb7fee57b	0xb7fee47b
mov eax, dword ptr [edx+0xe4]	0xb7fee481
mov esi, dword ptr [ebp-0x68]	0xb7fee487
mov dword ptr [edx+0x174], edi	0xb7fee48a
mov eax, dword ptr [eax+0x4]	0xb7fee490
test esi, esi	0xb7fee493
mov dword ptr [edx+0x1a4], eax	0xb7fee495
jz 0xb7fee506	0xb7fee49b
mov ecx, dword ptr [ebp-0x68]	0xb7fee49d
mov esi, dword ptr [ebp-0x50]	0xb7fee4a0
mov edi, dword ptr [ecx+0x4]	0xb7fee4a3
add edi, dword ptr [edx]	0xb7fee4a6
mov eax, dword ptr [edi+0x8]	0xb7fee4a8
mov dword ptr [ebp-0x3c], edi	0xb7fee4ab
add eax, edi	0xb7fee4ae
jmp 0xb7fee4ba	0xb7fee4b0
START: 0xb7fee4ba
movzx ecx, word ptr [eax+0x6]	0xb7fee4ba
mov edx, ecx	0xb7fee4be
and edx, 0x7fff	0xb7fee4c0
cmp dword ptr [ebp-0x44], edx	0xb7fee4c6
jbe 0xb7fee4f1	0xb7fee4c9
mov edi, dword ptr [eax]	0xb7fee4cb
shl edx, 0x4	0xb7fee4cd
and ecx, 0x8000	0xb7fee4d0
add edx, dword ptr [ebp-0x40]	0xb7fee4d6
mov dword ptr [edx+0x8], ecx	0xb7fee4d9
mov ecx, dword ptr [eax+0x8]	0xb7fee4dc
mov dword ptr [edx+0x4], edi	0xb7fee4df
mov edi, dword ptr [ebp-0x3c]	0xb7fee4e2
add ecx, esi	0xb7fee4e5
mov dword ptr [edx], ecx	0xb7fee4e7
mov ecx, esi	0xb7fee4e9
add ecx, dword ptr [edi+0x4]	0xb7fee4eb
mov dword ptr [edx+0xc], ecx	0xb7fee4ee
mov edx, dword ptr [eax+0xc]	0xb7fee4f1
test edx, edx	0xb7fee4f4
jnz 0xb7fee4b8	0xb7fee4f6
mov edi, dword ptr [ebp-0x3c]	0xb7fee4f8
mov eax, dword ptr [edi+0xc]	0xb7fee4fb
test eax, eax	0xb7fee4fe
jz 0xb7fee506	0xb7fee500
START: 0xb7fee4b8
add eax, edx	0xb7fee4b8
movzx ecx, word ptr [eax+0x6]	0xb7fee4ba
mov edx, ecx	0xb7fee4be
and edx, 0x7fff	0xb7fee4c0
cmp dword ptr [ebp-0x44], edx	0xb7fee4c6
jbe 0xb7fee4f1	0xb7fee4c9
mov edi, dword ptr [eax]	0xb7fee4cb
shl edx, 0x4	0xb7fee4cd
and ecx, 0x8000	0xb7fee4d0
add edx, dword ptr [ebp-0x40]	0xb7fee4d6
mov dword ptr [edx+0x8], ecx	0xb7fee4d9
mov ecx, dword ptr [eax+0x8]	0xb7fee4dc
mov dword ptr [edx+0x4], edi	0xb7fee4df
mov edi, dword ptr [ebp-0x3c]	0xb7fee4e2
add ecx, esi	0xb7fee4e5
mov dword ptr [edx], ecx	0xb7fee4e7
mov ecx, esi	0xb7fee4e9
add ecx, dword ptr [edi+0x4]	0xb7fee4eb
mov dword ptr [edx+0xc], ecx	0xb7fee4ee
mov edx, dword ptr [eax+0xc]	0xb7fee4f1
test edx, edx	0xb7fee4f4
jnz 0xb7fee4b8	0xb7fee4f6
mov edi, dword ptr [ebp-0x3c]	0xb7fee4f8
mov eax, dword ptr [edi+0xc]	0xb7fee4fb
test eax, eax	0xb7fee4fe
jz 0xb7fee506	0xb7fee500
START: 0xb7fee506
mov ecx, dword ptr [ebp-0x6c]	0xb7fee506
test ecx, ecx	0xb7fee509
jz 0xb7fee449	0xb7fee50b
mov edi, dword ptr [ebp-0x6c]	0xb7fee511
mov edx, dword ptr [ebp-0x48]	0xb7fee514
mov eax, dword ptr [edi+0x4]	0xb7fee517
add eax, dword ptr [edx]	0xb7fee51a
mov edi, dword ptr [ebp-0x50]	0xb7fee51c
jmp 0xb7fee52a	0xb7fee51f
START: 0xb7fee449
mov eax, dword ptr [ebp-0x4c]	0xb7fee449
lea esp, ptr [ebp-0xc]	0xb7fee44c
pop ebx	0xb7fee44f
pop esi	0xb7fee450
pop edi	0xb7fee451
pop ebp	0xb7fee452
ret 	0xb7fee453
START: 0xb7fee6d9
mov esi, dword ptr [esi+0xc]	0xb7fee6d9
test eax, eax	0xb7fee6dc
setnz al	0xb7fee6de
movzx eax, al	0xb7fee6e1
or edi, eax	0xb7fee6e4
test esi, esi	0xb7fee6e6
jnz 0xb7fee6c1	0xb7fee6e8
add esp, 0x1c	0xb7fee6ea
mov eax, edi	0xb7fee6ed
pop ebx	0xb7fee6ef
pop esi	0xb7fee6f0
pop edi	0xb7fee6f1
pop ebp	0xb7fee6f2
ret 	0xb7fee6f3
START: 0xb7fee3ea
mov dword ptr [ebp-0x3c], 0x0	0xb7fee3ea
mov dword ptr [ebp-0x4c], 0x0	0xb7fee3f1
mov eax, dword ptr [ebp-0x6c]	0xb7fee3f8
test eax, eax	0xb7fee3fb
jz 0xb7fee442	0xb7fee3fd
mov edi, dword ptr [ebp-0x6c]	0xb7fee3ff
mov eax, dword ptr [ebp-0x48]	0xb7fee402
mov edx, dword ptr [edi+0x4]	0xb7fee405
add edx, dword ptr [eax]	0xb7fee408
movzx eax, word ptr [edx+0x4]	0xb7fee40a
and eax, 0x7fff	0xb7fee40e
cmp dword ptr [ebp-0x3c], eax	0xb7fee413
cmovnb eax, dword ptr [ebp-0x3c]	0xb7fee416
mov dword ptr [ebp-0x3c], eax	0xb7fee41a
mov eax, dword ptr [edx+0x10]	0xb7fee41d
test eax, eax	0xb7fee420
jz 0xb7fee442	0xb7fee422
mov ecx, dword ptr [ebp-0x3c]	0xb7fee424
nop 	0xb7fee427
add edx, eax	0xb7fee428
movzx eax, word ptr [edx+0x4]	0xb7fee42a
and eax, 0x7fff	0xb7fee42e
cmp ecx, eax	0xb7fee433
cmovb ecx, eax	0xb7fee435
mov eax, dword ptr [edx+0x10]	0xb7fee438
test eax, eax	0xb7fee43b
jnz 0xb7fee428	0xb7fee43d
START: 0xb7fee43f
mov dword ptr [ebp-0x3c], ecx	0xb7fee43f
mov edi, dword ptr [ebp-0x3c]	0xb7fee442
test edi, edi	0xb7fee445
jnz 0xb7fee454	0xb7fee447
mov eax, dword ptr [ebp-0x4c]	0xb7fee449
lea esp, ptr [ebp-0xc]	0xb7fee44c
pop ebx	0xb7fee44f
pop esi	0xb7fee450
pop edi	0xb7fee451
pop ebp	0xb7fee452
ret 	0xb7fee453
START: 0xb7fee52a
test byte ptr [eax+0x2], 0x1	0xb7fee52a
mov ecx, dword ptr [eax+0xc]	0xb7fee52e
jnz 0xb7fee557	0xb7fee531
movzx edx, word ptr [eax+0x4]	0xb7fee533
mov ecx, dword ptr [eax+ecx*1]	0xb7fee537
mov esi, dword ptr [eax+0x8]	0xb7fee53a
and edx, 0x7fff	0xb7fee53d
shl edx, 0x4	0xb7fee543
add ecx, edi	0xb7fee546
add edx, dword ptr [ebp-0x40]	0xb7fee548
mov dword ptr [edx+0x4], esi	0xb7fee54b
mov dword ptr [edx], ecx	0xb7fee54e
mov dword ptr [edx+0xc], 0x0	0xb7fee550
mov edx, dword ptr [eax+0x10]	0xb7fee557
test edx, edx	0xb7fee55a
jnz 0xb7fee528	0xb7fee55c
mov eax, dword ptr [ebp-0x4c]	0xb7fee55e
lea esp, ptr [ebp-0xc]	0xb7fee561
pop ebx	0xb7fee564
pop esi	0xb7fee565
pop edi	0xb7fee566
pop ebp	0xb7fee567
ret 	0xb7fee568
START: 0xb7fee557
mov edx, dword ptr [eax+0x10]	0xb7fee557
